Wall time,Step,Value
1654011786.3924665,37399,-9015.5849609375
1654011786.8363926,37499,-9136.5869140625
1654011787.239608,37599,-9142.9345703125
1654011787.6375654,37699,-9313.8291015625
1654011788.040919,37799,-8865.4990234375
1654011788.4315853,37899,-9149.2294921875
1654011788.877606,37999,-9279.724609375
1654011789.3119123,38099,-8878.1025390625
1654011789.7370584,38199,-8964.3798828125
1654011790.1553583,38299,-8973.2802734375
1654011790.5769708,38399,-9296.353515625
1654011790.9951892,38499,-9099.712890625
1654011791.436469,38599,-8990.140625
1654011791.9182181,38699,-9296.130859375
1654011792.387711,38799,-8897.060546875
1654011792.8469532,38899,-8799.9296875
1654011793.2891793,38999,-8881.1220703125
1654011793.7032247,39099,-9051.984375
1654011794.1231377,39199,-9266.599609375
1654011794.6165972,39299,-9013.4189453125
1654011795.0754259,39399,-9039.826171875
1654011795.4944546,39499,-8817.5400390625
1654011795.9121273,39599,-9357.794921875
1654011796.31037,39699,-9018.033203125
1654011796.716898,39799,-9030.1787109375
1654011797.1330147,39899,-9220.177734375
1654011797.5479975,39999,-8975.1474609375
1654011797.955176,40099,-8951.93359375
1654011798.3671083,40199,-9072.98046875
1654011798.7947412,40299,-8968.2412109375
1654011799.215741,40399,-8956.2333984375
1654011799.6485565,40499,-8907.3349609375
1654011800.1102426,40599,-9129.7236328125
1654011800.610348,40699,-9133.4638671875
1654011801.1020591,40799,-9373.91796875
1654011801.5692282,40899,-9148.4619140625
1654011802.0019035,40999,-8962.6015625
1654011802.439177,41099,-8909.5859375
1654011802.908851,41199,-9022.31640625
1654011803.3258471,41299,-8853.4912109375
1654011803.7606392,41399,-9003.0068359375
1654011804.18706,41499,-8749.6630859375
1654011804.6437347,41599,-8873.5703125
1654011805.1285148,41699,-9031.1484375
1654011805.6155992,41799,-9075.546875
1654011806.111284,41899,-9097.4189453125
1654011806.5842233,41999,-8907.3134765625
1654011806.988627,42099,-8933.8818359375
1654011807.4674237,42199,-9054.2958984375
1654011807.9290977,42299,-9044.1123046875
1654011808.3948846,42399,-8957.3486328125
1654011808.873923,42499,-9193.59765625
1654011809.3351283,42599,-8920.486328125
1654011809.768485,42699,-8974.9140625
1654011810.206217,42799,-9008.4423828125
1654011810.629681,42899,-9038.2998046875
1654011811.054225,42999,-8981.2978515625
1654011811.5014963,43099,-9146.595703125
1654011811.9366953,43199,-9038.8408203125
1654011812.3662605,43299,-9039.279296875
1654011812.8021338,43399,-9001.748046875
1654011813.276639,43499,-9227.4541015625
1654011813.7703822,43599,-8755.73828125
1654011814.268398,43699,-9210.6591796875
1654011814.7496724,43799,-9139.189453125
1654011815.1916375,43899,-9177.837890625
1654011815.6163392,43999,-9230.572265625
1654011816.0996687,44099,-8880.283203125
1654011816.5844421,44199,-9152.2587890625
1654011817.0606663,44299,-9165.9521484375
1654011817.4728646,44399,-8796.5419921875
1654011817.8657913,44499,-9015.2841796875
1654011818.2655218,44599,-9202.2509765625
1654011818.6631055,44699,-9011.392578125
1654011819.0511239,44799,-8889.640625
1654011819.4610815,44899,-9148.2119140625
1654011819.8969579,44999,-9090.962890625
1654011820.3378534,45099,-8894.9208984375
1654011820.7701101,45199,-8963.0029296875
1654011821.168053,45299,-8717.3662109375
1654011821.5568194,45399,-8956.9599609375
1654011821.9604254,45499,-9253.1708984375
1654011822.3568583,45599,-9070.8125
1654011822.7451909,45699,-9241.7529296875
1654011823.1558743,45799,-9424.7685546875
1654011823.5627625,45899,-9034.9453125
1654011823.9717143,45999,-9005.962890625
1654011824.3674202,46099,-9066.7236328125
1654011824.7600727,46199,-9285.4326171875
1654011825.155429,46299,-9133.4189453125
1654011825.6336727,46399,-8938.7744140625
1654011826.10159,46499,-9017.3857421875
1654011826.5889506,46599,-9022.2978515625
1654011827.056492,46699,-8995.9970703125
1654011827.475379,46799,-8963.0849609375
1654011827.9067447,46899,-8928.27734375
1654011828.3422508,46999,-9118.2607421875
1654011828.755082,47099,-8978.017578125
1654011829.1791484,47199,-9233.8486328125
1654011829.5934896,47299,-9071.1494140625
1654011830.009287,47399,-8988.03125
1654011830.4097803,47499,-9001.9208984375
1654011830.8230236,47599,-8943.8408203125
1654011831.2225854,47699,-8833.482421875
1654011831.6544306,47799,-8912.0078125
1654011832.099119,47899,-8926.42578125
1654011832.5125816,47999,-9039.0048828125
1654011832.9230206,48099,-9059.228515625
1654011833.4030073,48199,-8929.98828125
1654011833.8477743,48299,-8942.865234375
1654011834.3263505,48399,-9001.0751953125
1654011834.7540607,48499,-8992.5390625
1654011835.1975925,48599,-9292.4423828125
1654011835.5930476,48699,-9154.900390625
1654011835.9923475,48799,-8836.2236328125
1654011836.4113195,48899,-9034.0703125
1654011836.8092625,48999,-9026.361328125
1654011837.2198641,49099,-8852.08984375
1654011837.6781125,49199,-9132.216796875
1654011838.1579437,49299,-8991.0
1654011838.6385264,49399,-9136.130859375
1654011839.1045158,49499,-8840.8701171875
1654011839.5217516,49599,-8950.1005859375
1654011839.957072,49699,-8900.314453125
1654011840.3607924,49799,-8793.03125
1654011840.772395,49899,-8894.8779296875
1654011841.1595478,49999,-8965.224609375
1654011841.603998,50099,-8884.6162109375
1654011842.054026,50199,-9028.8212890625
