Wall time,Step,Value
1654067624.6070955,55249,-8869.6396484375
1654067625.0874083,55399,-9391.6201171875
1654067625.4258902,55499,-9121.103515625
1654067625.7709208,55599,-8963.060546875
1654067625.9360626,55649,-9545.7021484375
1654067626.2501264,55749,-9001.384765625
1654067627.0935888,55999,-9065.3876953125
1654067627.5239785,56099,-9414.416015625
1654067627.7006884,56149,-9264.9814453125
1654067628.2558112,56299,-9235.8876953125
1654067628.4224749,56349,-9031.59765625
1654067628.7446208,56449,-8951.65625
1654067628.9377367,56499,-9546.5810546875
1654067629.5078397,56649,-9334.3603515625
1654067629.84096,56749,-8939.75
1654067630.1678138,56849,-9741.4482421875
1654067630.6795175,56999,-9415.0927734375
1654067631.828976,57349,-9031.513671875
1654067632.5034447,57549,-9326.388671875
1654067632.676873,57599,-9459.5302734375
1654067632.834261,57649,-8892.6533203125
1654067634.1333833,58049,-9872.1474609375
1654067634.46697,58149,-8981.71875
1654067634.7896402,58249,-10146.9580078125
1654067635.3222167,58399,-10322.982421875
1654067636.2880144,58699,-9855.78125
1654067636.4454887,58749,-9732.515625
1654067636.7690513,58849,-9378.6162109375
1654067636.9366634,58899,-9153.5888671875
1654067637.1215525,58949,-9492.86328125
1654067637.7684577,59149,-8870.9345703125
1654067638.098896,59249,-9733.1103515625
1654067638.4691253,59349,-9193.0966796875
1654067638.9771059,59499,-9450.6142578125
1654067639.1403646,59549,-9610.6171875
1654067639.644192,59699,-9065.509765625
1654067639.814136,59749,-9982.20703125
1654067640.3179944,59899,-9365.1396484375
1654067641.7404625,60299,-9400.3046875
1654067641.9019792,60349,-9680.197265625
1654067642.0860934,60399,-9142.337890625
1654067643.3534997,60749,-9128.82421875
1654067644.0046453,60949,-9514.1787109375
1654067644.8303313,61199,-9749.7578125
1654067645.175228,61299,-9401.314453125
1654067645.8206053,61499,-8929.9814453125
1654067646.2962434,61649,-9117.5341796875
1654067647.2579699,61949,-9899.27734375
1654067648.2295723,62249,-8940.64453125
1654067648.5632133,62349,-9489.0849609375
1654067649.0412967,62499,-9357.7685546875
1654067649.1982985,62549,-8947.796875
1654067649.3598106,62599,-9932.24609375
1654067649.5228298,62649,-9385.8759765625
1654067649.8459096,62749,-9092.93359375
1654067650.158484,62849,-9655.4521484375
1654067650.3361363,62899,-9056.896484375
1654067650.8883047,63049,-9031.431640625
1654067651.0991182,63099,-9177.1357421875
1654067652.1683848,63399,-9031.5654296875
1654067653.072139,63599,-9260.103515625
1654067654.2900023,63849,-9091.2568359375
1654067654.5782242,63899,-9066.0908203125
1654067654.7535367,63949,-9313.546875
1654067656.145933,64149,-9009.7626953125
1654067656.6392558,64299,-9133.509765625
1654067657.4468627,64549,-9108.0390625
1654067657.9530344,64699,-9261.59375
1654067658.7538478,64949,-8853.87890625
1654067658.914275,64999,-8997.48828125
1654067659.4008634,65149,-9321.12890625
1654067660.0615861,65349,-9014.421875
1654067660.7892025,65549,-9102.533203125
1654067661.7066844,65799,-9379.240234375
1654067662.650423,66049,-9218.36328125
1654067663.0158193,66149,-9420.1953125
1654067663.5059052,66299,-9665.171875
1654067663.6645699,66349,-8896.6728515625
1654067663.987419,66449,-9494.93359375
1654067665.2157097,66799,-8938.16796875
1654067667.1362221,67299,-9253.1884765625
1654067667.6522393,67449,-9089.970703125
1654067668.3185093,67649,-9326.72265625
1654067668.644431,67749,-9106.7724609375
1654067669.8283756,68049,-9549.705078125
1654067670.594374,68249,-8915.6015625
1654067670.7587826,68299,-9670.2666015625
1654067670.9261951,68349,-8991.44921875
1654067671.096983,68399,-9789.953125
1654067671.2583268,68449,-9604.0869140625
1654067672.546502,68799,-9298.3251953125
1654067672.7434216,68849,-9616.529296875
1654067673.558165,69049,-8903.5009765625
1654067674.6008778,69299,-8891.697265625
1654067674.763269,69349,-9472.3662109375
1654067675.6446764,69549,-8923.546875
1654067676.286841,69699,-9070.7841796875
1654067678.0004077,69899,-9308.048828125
1654067682.2297463,70899,-9340.126953125
1654067683.1019044,71099,-9249.6083984375
1654067685.1143405,71599,-9140.4169921875
1654067685.3067398,71649,-9346.9072265625
1654067687.148402,71849,-9098.75390625
1654067687.540828,71949,-9074.5078125
1654067687.7206814,71999,-9061.0869140625
1654067687.895414,72049,-9693.45703125
1654067688.0525968,72099,-8902.033203125
1654067688.731568,72249,-9610.7392578125
1654067689.7437947,72499,-9158.7392578125
1654067690.1177495,72599,-9109.6640625
1654067690.3446782,72649,-9447.9150390625
1654067691.5765307,72799,-9167.0693359375
1654067692.537039,72899,-9532.453125
1654067692.7023532,72949,-9823.5986328125
1654067693.0364034,73049,-9361.833984375
1654067693.2290168,73099,-9137.2470703125
1654067694.7988555,73549,-9656.7587890625
1654067695.332395,73699,-9249.333984375
1654067695.4953003,73749,-8917.8515625
1654067695.8684523,73849,-9367.3125
1654067697.0418987,74199,-9114.5615234375
1654067697.6905127,74399,-8985.62109375
1654067698.17831,74549,-9442.7578125
1654067698.7380283,74699,-8948.6552734375
1654067698.9197204,74749,-9812.1171875
1654067700.3947868,74949,-9312.9443359375
1654067700.7293618,74999,-9753.94140625
1654067701.2977092,75149,-9550.4560546875
1654067702.4801419,75499,-9140.3291015625
1654067702.6884508,75549,-9417.4619140625
1654067702.8601696,75599,-9323.83203125
1654067703.2130017,75699,-9427.109375
1654067703.5484295,75799,-8893.6142578125
1654067703.7073596,75849,-9186.244140625
1654067704.958511,76199,-9168.0068359375
1654067705.7838316,76449,-9406.81640625
1654067706.7596347,76749,-8925.5908203125
1654067707.241985,76899,-9553.5986328125
1654067707.4011824,76949,-8896.8828125
1654067707.9168174,77099,-9776.21484375
1654067709.2084274,77449,-8960.958984375
1654067709.8044474,77599,-9513.6162109375
1654067709.9759996,77649,-9403.9423828125
1654067710.1363935,77699,-9682.40234375
1654067711.6988883,78149,-9386.8076171875
1654067712.8046227,78299,-8950.201171875
1654067713.035375,78349,-9072.333984375
1654067713.420921,78449,-8768.2392578125
1654067713.939515,78599,-9025.041015625
1654067714.11696,78649,-9038.033203125
1654067714.2749352,78699,-9093.4150390625
1654067714.7797976,78849,-9255.1630859375
1654067715.4439287,79049,-9735.333984375
1654067716.4510956,79299,-9218.6552734375
1654067718.1791897,79799,-9317.0029296875
1654067718.350846,79849,-9291.95703125
1654067718.5514705,79899,-9024.69140625
1654067719.2819548,80099,-8919.0849609375
1654067719.4588034,80149,-9095.0634765625
1654067719.6262908,80199,-9503.916015625
1654067720.9801042,80599,-9112.091796875
1654067721.4583228,80749,-9223.3671875
1654067723.0642734,81249,-9559.4521484375
1654067723.5718715,81399,-8964.1171875
1654067724.2497184,81599,-9741.2392578125
1654067724.9936697,81799,-9302.7626953125
1654067725.382378,81899,-8968.0263671875
1654067725.880441,82049,-9688.310546875
1654067726.0550876,82099,-9358.5859375
1654067726.8924923,82349,-8930.2431640625
1654067727.0634577,82399,-9324.5517578125
1654067727.7237158,82599,-9290.2939453125
1654067727.8874147,82649,-9028.021484375
1654067728.0501263,82699,-9468.279296875
1654067728.2077327,82749,-9382.3134765625
1654067728.532258,82849,-8983.4638671875
1654067729.6025858,83149,-8952.6123046875
1654067730.2611504,83349,-9444.0888671875
1654067730.9221704,83549,-8872.3408203125
1654067731.5841107,83749,-9072.39453125
1654067732.0826209,83899,-9264.951171875
1654067732.4327946,83999,-8963.3369140625
1654067733.608449,84299,-9496.0703125
1654067733.7690828,84349,-9145.5517578125
1654067733.9277804,84399,-9072.7646484375
1654067734.1031256,84449,-8976.861328125
1654067735.0900211,84699,-9964.357421875
1654067735.2818692,84749,-9240.5419921875
1654067735.4572093,84799,-8986.806640625
1654067736.2272427,84999,-10135.458984375
1654067736.770585,85149,-8959.7490234375
1654067737.1032372,85249,-8886.4462890625
1654067737.6857796,85399,-9011.9375
1654067738.0543864,85499,-9166.298828125
1654067738.2184842,85549,-9045.166015625
1654067738.3992732,85599,-8961.7724609375
1654067738.591953,85649,-9455.9677734375
1654067739.5703788,85949,-9062.5380859375
1654067740.221077,86149,-9429.2333984375
1654067740.3875268,86199,-8932.9296875
1654067740.561972,86249,-8962.75390625
1654067740.7343574,86299,-8848.9912109375
1654067741.5703514,86549,-8918.0029296875
1654067742.9130852,86949,-8872.3408203125
1654067743.084032,86999,-9267.984375
1654067743.7530406,87199,-9480.5078125
1654067744.0801792,87299,-8937.337890625
1654067744.5710845,87449,-9285.623046875
1654067744.8956356,87549,-9626.0458984375
1654067745.4406395,87699,-8988.185546875
1654067745.6660173,87749,-8872.3408203125
1654067747.9628532,88149,-8954.890625
1654067748.4467173,88299,-9388.38671875
1654067750.694579,88799,-9000.078125
1654067751.781959,88899,-9678.9287109375
1654067752.3692462,89049,-8873.7138671875
1654067753.1261744,89249,-9002.1875
1654067753.289936,89299,-9334.0673828125
1654067753.453859,89349,-9451.650390625
1654067753.9738445,89499,-8872.3408203125
1654067754.5060635,89649,-9020.24609375
1654067755.184769,89849,-9126.51171875
1654067755.8840954,90049,-9228.8798828125
1654067756.231844,90149,-8872.3408203125
1654067757.2947004,90449,-9053.353515625
1654067757.6500866,90549,-9162.615234375
