Wall time,Step,Value
1654010964.4612026,99,-10112.22265625
1654010964.8935878,199,-9264.4716796875
1654010965.345803,299,-9853.2509765625
1654010965.8043165,399,-10275.7548828125
1654010966.2911916,499,-10016.1474609375
1654010966.754784,599,-10236.5986328125
1654010967.2384167,699,-10189.7734375
1654010967.7099316,799,-9645.4814453125
1654010968.1652744,899,-9969.81640625
1654010968.5778465,999,-10129.9638671875
1654010969.0289514,1099,-10023.2431640625
1654010969.4365466,1199,-10121.59765625
1654010969.8407376,1299,-9925.685546875
1654010970.251128,1399,-10245.673828125
1654010970.6580088,1499,-9867.328125
1654010971.1456974,1599,-9865.201171875
1654010971.6312976,1699,-10220.0712890625
1654010972.097271,1799,-9079.0126953125
1654010972.5192409,1899,-10224.7666015625
1654010972.9418073,1999,-9726.076171875
1654010973.3550403,2099,-10189.193359375
1654010973.8188024,2199,-9615.298828125
1654010974.2252836,2299,-10034.021484375
1654010974.6395018,2399,-10131.203125
1654010975.0246797,2499,-10209.7958984375
1654010975.4509337,2599,-9263.6748046875
1654010975.9254763,2699,-10336.775390625
1654010976.4186199,2799,-10249.3896484375
1654010976.8607585,2899,-10231.6357421875
1654010977.3265681,2999,-10143.80859375
1654010977.7900317,3099,-9473.666015625
1654010978.257556,3199,-9731.5673828125
1654010978.7359383,3299,-9907.1572265625
1654010979.2092006,3399,-9700.0947265625
1654010979.6586256,3499,-10190.7109375
1654010980.14999,3599,-10211.01953125
1654010980.6265347,3699,-10040.146484375
1654010981.1341023,3799,-10075.72265625
1654010981.6300733,3899,-9882.7412109375
1654010982.0918167,3999,-10222.6123046875
1654010982.5653462,4099,-9246.818359375
1654010983.014116,4199,-9699.1279296875
1654010983.4558702,4299,-9877.033203125
1654010983.912954,4399,-9938.703125
1654010984.3843606,4499,-9859.9609375
1654010984.8477068,4599,-10080.654296875
1654010985.3134732,4699,-9663.7568359375
1654010985.7657776,4799,-10029.5439453125
1654010986.2164972,4899,-9901.5205078125
1654010986.6616044,4999,-9542.9580078125
1654010987.0795279,5099,-9542.884765625
1654010987.5058897,5199,-9632.0732421875
1654010987.9460824,5299,-9689.716796875
1654010988.3930447,5399,-10075.51171875
1654010988.8665435,5499,-10269.091796875
1654010989.4026551,5599,-9839.5322265625
1654010989.8751557,5699,-9626.25390625
1654010990.2829132,5799,-10098.1318359375
1654010990.6938107,5899,-9430.8359375
1654010991.100492,5999,-9937.4384765625
1654010991.513642,6099,-9564.400390625
1654010991.9618125,6199,-10217.466796875
1654010992.4036715,6299,-10050.2041015625
1654010992.8298013,6399,-10125.4287109375
1654010993.241313,6499,-9572.8740234375
1654010993.6585844,6599,-10148.1689453125
1654010994.0948558,6699,-9637.3408203125
1654010994.5081248,6799,-10254.6533203125
1654010994.9180734,6899,-9394.517578125
1654010995.3426888,6999,-10129.24609375
1654010995.7540493,7099,-10051.0166015625
1654010996.1573927,7199,-10490.4560546875
1654010996.6005173,7299,-10460.77734375
1654010997.056988,7399,-10247.76171875
1654010997.4821448,7499,-9585.640625
1654010997.934789,7599,-9729.021484375
1654010998.396331,7699,-9839.5048828125
1654010998.8269885,7799,-9544.0576171875
1654010999.2264528,7899,-9464.7099609375
1654010999.657729,7999,-9785.20703125
1654011000.1286063,8099,-9874.0927734375
1654011000.5939715,8199,-9874.1953125
1654011001.0540514,8299,-9492.1328125
1654011001.5214784,8399,-9830.7216796875
1654011002.0029435,8499,-10186.892578125
1654011002.4370666,8599,-9630.6865234375
1654011002.9378767,8699,-9868.9990234375
1654011003.3743052,8799,-9908.3798828125
1654011003.7974207,8899,-10529.8798828125
1654011004.2284582,8999,-9968.0693359375
1654011004.704029,9099,-10143.6806640625
1654011005.21362,9199,-9615.0693359375
1654011005.6270635,9299,-9752.4951171875
1654011006.0718975,9399,-9331.48828125
1654011006.4754221,9499,-10198.0927734375
1654011006.8768842,9599,-9911.982421875
1654011007.3215234,9699,-9210.3046875
1654011007.8209572,9799,-10248.1455078125
1654011008.302571,9899,-10087.0546875
1654011008.7704055,9999,-9920.7197265625
1654011009.2440689,10099,-9318.5625
1654011009.7122946,10199,-9746.494140625
1654011010.1673691,10299,-10153.66796875
1654011010.60383,10399,-10208.787109375
1654011011.0443676,10499,-9913.3447265625
1654011011.451698,10599,-9985.4619140625
1654011011.8563488,10699,-10444.5
1654011012.297375,10799,-9859.9189453125
1654011012.758072,10899,-9934.9130859375
1654011013.2002547,10999,-10228.451171875
1654011013.605567,11099,-10297.74609375
1654011014.0144017,11199,-9570.513671875
1654011014.4073162,11299,-9421.099609375
1654011014.8553636,11399,-9980.8076171875
1654011015.2963114,11499,-9941.3212890625
1654011015.7054465,11599,-9623.84375
1654011016.1148121,11699,-10008.462890625
1654011016.5463862,11799,-9874.533203125
1654011017.0064452,11899,-9739.9560546875
1654011017.451467,11999,-9707.5947265625
1654011017.9297194,12099,-10049.830078125
1654011018.388004,12199,-9943.0126953125
1654011018.8577673,12299,-9705.1865234375
1654011019.3284254,12399,-9905.7158203125
1654011019.7689977,12499,-9796.724609375
1654011020.196677,12599,-9482.5283203125
1654011020.6124914,12699,-9676.8994140625
1654011021.0103738,12799,-10041.9052734375
1654011021.4037964,12899,-9713.8818359375
1654011021.8139334,12999,-9742.5458984375
1654011022.2165875,13099,-9343.83203125
1654011022.634919,13199,-10079.783203125
1654011023.056903,13299,-9391.388671875
1654011023.5091994,13399,-9773.580078125
1654011023.9480307,13499,-9655.5712890625
1654011024.3578303,13599,-9606.169921875
1654011024.7817383,13699,-10058.34765625
1654011025.2316134,13799,-9781.22265625
1654011025.631431,13899,-10024.791015625
1654011026.1266396,13999,-10026.69921875
1654011026.5556433,14099,-9164.2197265625
1654011026.988647,14199,-9762.8408203125
1654011027.4349928,14299,-9634.767578125
1654011027.8864768,14399,-10383.5107421875
1654011028.3389294,14499,-10473.3623046875
1654011028.7821157,14599,-9913.8095703125
1654011029.1972091,14699,-9006.2001953125
1654011029.6471705,14799,-9677.7353515625
1654011030.093502,14899,-9850.05859375
1654011030.5165546,14999,-10078.484375
1654011030.9445338,15099,-10146.9541015625
1654011031.3601246,15199,-9523.08203125
1654011031.7900267,15299,-9718.224609375
1654011032.2355902,15399,-9715.390625
1654011032.6660318,15499,-10086.833984375
1654011033.0551198,15599,-10046.7841796875
1654011033.4711897,15699,-9498.9482421875
1654011033.893479,15799,-10040.0703125
1654011034.3031023,15899,-9673.4052734375
1654011034.686888,15999,-9539.5576171875
1654011035.086068,16099,-9944.8125
1654011035.4751844,16199,-9900.744140625
1654011035.8824275,16299,-9875.0205078125
1654011036.2884035,16399,-10208.021484375
1654011036.679582,16499,-10419.16015625
1654011037.0790372,16599,-9731.0654296875
1654011037.4688425,16699,-9623.9326171875
1654011037.877206,16799,-9675.189453125
1654011038.2663226,16899,-9815.2890625
1654011038.698744,16999,-9964.9287109375
1654011039.1121953,17099,-9907.2333984375
1654011039.503216,17199,-9958.0380859375
1654011039.891507,17299,-9640.8212890625
1654011040.307528,17399,-9483.3447265625
1654011040.7088673,17499,-10201.396484375
1654011041.1232235,17599,-9661.4853515625
1654011041.5589159,17699,-10107.0048828125
1654011041.98826,17799,-9985.984375
1654011042.407355,17899,-9837.453125
1654011042.8562691,17999,-10492.1533203125
1654011043.2875712,18099,-9610.2724609375
1654011043.7404964,18199,-9495.2587890625
1654011044.1497178,18299,-10169.3037109375
1654011044.5936859,18399,-10384.1201171875
1654011045.0124686,18499,-10222.6513671875
1654011045.450486,18599,-10271.021484375
1654011045.8692243,18699,-9832.8544921875
1654011046.3164117,18799,-9384.697265625
1654011046.733749,18899,-10345.10546875
1654011047.1472147,18999,-9764.830078125
1654011047.5656397,19099,-9924.8056640625
1654011047.9862607,19199,-10184.484375
1654011048.393071,19299,-10274.0927734375
1654011048.801288,19399,-9981.7138671875
1654011049.1982138,19499,-9355.400390625
1654011049.5941496,19599,-10130.6484375
1654011049.9776216,19699,-9548.544921875
1654011050.3740783,19799,-9415.3203125
1654011050.7741086,19899,-9483.3154296875
1654011051.1779394,19999,-9764.7236328125
1654011051.5906205,20099,-9491.5
1654011051.9604766,20199,-9809.7138671875
1654011052.376108,20299,-9970.3193359375
1654011052.8060193,20399,-10000.630859375
1654011053.211876,20499,-9898.2578125
1654011053.616529,20599,-10165.728515625
1654011054.0255682,20699,-10371.021484375
1654011054.4433453,20799,-10287.7392578125
1654011054.8434398,20899,-10063.869140625
1654011055.2758987,20999,-9886.4853515625
1654011055.6898944,21099,-9963.99609375
1654011056.10319,21199,-10277.3623046875
1654011056.521059,21299,-9300.30078125
1654011056.919371,21399,-9414.6435546875
1654011057.3323793,21499,-10252.00390625
1654011057.7836785,21599,-9272.0126953125
1654011058.2257206,21699,-9587.833984375
1654011058.6662846,21799,-9818.20703125
1654011059.1141348,21899,-9804.74609375
1654011059.560149,21999,-9659.6748046875
1654011059.986058,22099,-9914.07421875
1654011060.4262626,22199,-9666.5419921875
1654011060.8633482,22299,-10227.3623046875
1654011061.2692451,22399,-10054.931640625
1654011061.6910589,22499,-10091.7841796875
1654011062.0991592,22599,-9602.279296875
1654011062.5305824,22699,-9612.794921875
1654011062.9591072,22799,-8969.3720703125
1654011063.4026885,22899,-9966.07421875
1654011063.838425,22999,-9567.9306640625
1654011064.2567692,23099,-9293.2001953125
1654011064.697194,23199,-10294.8837890625
1654011065.1025546,23299,-9677.0625
1654011065.5019114,23399,-9394.1005859375
1654011065.9707508,23499,-9997.8046875
1654011066.4219239,23599,-9970.1826171875
1654011066.8612857,23699,-10179.7861328125
1654011067.3461933,23799,-9796.9501953125
1654011067.8005142,23899,-9889.330078125
1654011068.2304268,23999,-9929.77734375
1654011068.6594908,24099,-8927.4248046875
1654011069.0973477,24199,-9964.611328125
1654011069.5505733,24299,-10177.9833984375
1654011069.9775152,24399,-9444.216796875
1654011070.4056215,24499,-9496.6591796875
1654011070.8223073,24599,-9888.791015625
1654011071.2422795,24699,-9062.1220703125
1654011071.673287,24799,-9431.328125
1654011072.1095273,24899,-9610.447265625
1654011072.5208054,24999,-10336.685546875
1654011072.9693396,25099,-9526.12890625
1654011073.3691137,25199,-9970.8779296875
1654011073.7978563,25299,-9906.685546875
1654011074.2135696,25399,-9863.8642578125
1654011074.6576421,25499,-9244.494140625
1654011075.0789816,25599,-9311.484375
1654011075.4764652,25699,-9779.21875
1654011075.8982701,25799,-9604.908203125
1654011076.3321135,25899,-9760.1005859375
1654011076.7710023,25999,-9469.578125
1654011077.1936827,26099,-10147.435546875
1654011077.596196,26199,-8940.8701171875
1654011078.0173812,26299,-10227.275390625
1654011078.4342308,26399,-9736.2509765625
1654011078.8697262,26499,-10087.3876953125
1654011079.285104,26599,-10187.1162109375
1654011079.7186582,26699,-9995.5234375
1654011080.1467829,26799,-9926.90625
1654011080.5803993,26899,-9878.5693359375
1654011081.0495865,26999,-9868.3046875
1654011081.4570868,27099,-9409.5830078125
1654011081.9200706,27199,-9321.080078125
1654011082.3255556,27299,-9553.9443359375
1654011082.7697408,27399,-9587.0380859375
1654011083.194069,27499,-9394.93359375
1654011083.6198294,27599,-10377.1748046875
1654011084.099856,27699,-9666.396484375
1654011084.5579238,27799,-9455.771484375
1654011084.9558809,27899,-9803.822265625
1654011085.3518343,27999,-9557.17578125
1654011085.7612662,28099,-9459.1689453125
1654011086.1659396,28199,-9543.5556640625
1654011086.5805202,28299,-10202.4765625
1654011086.9961128,28399,-9872.7763671875
1654011087.3990455,28499,-9080.27734375
1654011087.8069122,28599,-9985.4033203125
1654011088.1900764,28699,-9643.4541015625
1654011088.5970702,28799,-9314.2119140625
1654011089.0181172,28899,-9706.892578125
1654011089.4665923,28999,-9598.7744140625
1654011089.9304035,29099,-9717.1943359375
1654011090.3233902,29199,-10129.873046875
1654011090.7597117,29299,-9517.435546875
1654011091.1726406,29399,-9614.6318359375
1654011091.569459,29499,-9606.67578125
1654011091.9847949,29599,-9042.5947265625
1654011092.40567,29699,-9363.30859375
1654011092.8424382,29799,-9453.9609375
1654011093.2196755,29899,-9720.150390625
1654011093.6067579,29999,-9788.5771484375
1654011094.0190387,30099,-9540.5478515625
1654011094.4211795,30199,-10350.3232421875
1654011094.8529193,30299,-9503.1181640625
1654011095.3115606,30399,-9396.3759765625
1654011095.7720087,30499,-10404.6357421875
1654011096.2052712,30599,-9260.41796875
1654011096.591769,30699,-9746.7783203125
1654011097.0034406,30799,-9835.7783203125
1654011097.4162974,30899,-9429.5732421875
1654011097.8296547,30999,-9666.70703125
1654011098.2396214,31099,-9674.8447265625
1654011098.6441822,31199,-10329.3134765625
1654011099.0297506,31299,-9773.04296875
1654011099.4430406,31399,-9771.814453125
1654011099.8552117,31499,-9749.0126953125
1654011100.2359545,31599,-9480.2705078125
1654011100.6364584,31699,-9250.634765625
1654011101.0480316,31799,-9277.607421875
1654011101.4632678,31899,-9275.525390625
1654011101.840602,31999,-10201.505859375
1654011102.2326648,32099,-9265.9951171875
1654011102.6040192,32199,-9976.2841796875
1654011102.9755518,32299,-9366.4931640625
1654011103.3764405,32399,-9843.3857421875
1654011103.7720208,32499,-9389.2021484375
1654011104.1785583,32599,-10084.962890625
1654011104.5980453,32699,-10113.224609375
1654011104.9987218,32799,-9324.8955078125
1654011105.4257197,32899,-9574.3984375
1654011105.8488915,32999,-9689.892578125
1654011106.273176,33099,-8972.138671875
1654011106.704572,33199,-9279.6904296875
1654011107.1256933,33299,-9721.220703125
1654011107.5420487,33399,-9851.181640625
1654011107.9440384,33499,-9520.8466796875
1654011108.3352234,33599,-9716.802734375
1654011108.7384727,33699,-10489.89453125
1654011109.1328008,33799,-9408.4638671875
1654011109.5365672,33899,-9221.1357421875
1654011109.9516623,33999,-9983.6123046875
1654011110.3525045,34099,-9608.7236328125
1654011110.7538981,34199,-9356.111328125
1654011111.1653655,34299,-10162.9267578125
1654011111.5636938,34399,-10015.802734375
1654011111.9600513,34499,-9737.6943359375
1654011112.3629122,34599,-9648.033203125
1654011112.7609303,34699,-9287.2734375
1654011113.146587,34799,-9656.2607421875
1654011113.5656054,34899,-9632.3681640625
1654011113.971046,34999,-9686.6796875
1654011114.3978713,35099,-9491.7470703125
1654011114.8055642,35199,-9500.4736328125
1654011115.2172837,35299,-9875.8857421875
1654011115.6125715,35399,-9781.5224609375
1654011116.0125885,35499,-10521.35546875
1654011116.4184468,35599,-9667.4912109375
1654011116.8347473,35699,-9204.671875
1654011117.2421074,35799,-9500.1494140625
1654011117.6516376,35899,-9372.103515625
1654011118.064076,35999,-9080.9599609375
1654011118.4650872,36099,-9323.1083984375
1654011118.8717208,36199,-9999.7568359375
1654011119.2890744,36299,-10222.9033203125
1654011119.703102,36399,-9568.6162109375
1654011120.1185393,36499,-9168.79296875
1654011120.521768,36599,-9747.8720703125
1654011120.9124322,36699,-9723.810546875
1654011121.317623,36799,-9154.5869140625
1654011121.7521896,36899,-9837.111328125
1654011122.1566427,36999,-9344.6298828125
1654011122.5681632,37099,-9597.3447265625
1654011123.013603,37199,-9200.224609375
1654011123.4615304,37299,-9593.0322265625
1654011123.8881724,37399,-9449.0517578125
1654011124.3183887,37499,-9828.5791015625
1654011124.728321,37599,-9174.6435546875
1654011125.1340535,37699,-9000.63671875
1654011125.539751,37799,-9690.3125
1654011126.0411873,37899,-9257.1591796875
1654011126.477366,37999,-10039.7890625
1654011126.8992593,38099,-9870.83203125
1654011127.295875,38199,-9951.7001953125
1654011127.7192276,38299,-9630.4248046875
1654011128.1655793,38399,-9175.1591796875
1654011128.6201773,38499,-9307.3818359375
1654011129.0862212,38599,-9362.5029296875
1654011129.5220745,38699,-9400.0849609375
1654011129.946635,38799,-9748.4208984375
1654011130.3425987,38899,-9721.193359375
1654011130.7387223,38999,-9262.1396484375
1654011131.1594644,39099,-10034.4677734375
1654011131.6026986,39199,-9830.4482421875
1654011132.0419848,39299,-10010.1533203125
1654011132.4598336,39399,-9025.14453125
1654011132.8532467,39499,-9551.7998046875
1654011133.260077,39599,-9724.3701171875
1654011133.670415,39699,-9312.32421875
1654011134.0889378,39799,-10028.4189453125
1654011134.533538,39899,-9719.3662109375
1654011134.966187,39999,-10155.087890625
1654011135.384718,40099,-9223.46484375
1654011135.8254135,40199,-9575.4833984375
1654011136.2321184,40299,-10123.6513671875
1654011136.6577008,40399,-9809.42578125
1654011137.0559952,40499,-10136.576171875
1654011137.4624395,40599,-9156.5244140625
1654011137.9004357,40699,-8959.7392578125
1654011138.3225079,40799,-9392.3994140625
1654011138.7241619,40899,-9499.427734375
1654011139.1312296,40999,-9462.6064453125
1654011139.5289037,41099,-9994.576171875
1654011139.9650972,41199,-9750.337890625
1654011140.4304829,41299,-9725.5966796875
1654011140.8762834,41399,-10181.86328125
1654011141.3106244,41499,-9421.7099609375
1654011141.7121694,41599,-9850.6982421875
1654011142.1156518,41699,-9662.525390625
1654011142.5177116,41799,-9391.6904296875
1654011142.9328308,41899,-9772.5595703125
1654011143.3633575,41999,-9125.5869140625
1654011143.819994,42099,-9814.3544921875
1654011144.2771952,42199,-10162.720703125
1654011144.7374349,42299,-9753.404296875
1654011145.1426127,42399,-9516.73828125
1654011145.5402665,42499,-9293.93359375
1654011145.9450028,42599,-10036.85546875
1654011146.3337727,42699,-10005.1943359375
1654011146.74635,42799,-9686.7705078125
1654011147.184166,42899,-8919.5849609375
1654011147.6145875,42999,-10312.1142578125
1654011148.0294816,43099,-9491.7021484375
1654011148.4454064,43199,-9528.80078125
1654011148.8490481,43299,-9743.7021484375
1654011149.2553008,43399,-10018.5732421875
1654011149.7116303,43499,-9854.423828125
1654011150.172461,43599,-9289.5439453125
1654011150.620902,43699,-9627.7900390625
1654011151.049454,43799,-9848.9921875
1654011151.4536173,43899,-9495.4736328125
1654011151.859712,43999,-9654.390625
1654011152.268589,44099,-9777.2763671875
1654011152.7111742,44199,-9578.6630859375
1654011153.1738622,44299,-9520.89453125
1654011153.6185472,44399,-9484.548828125
1654011154.0637357,44499,-9576.1201171875
1654011154.49055,44599,-9714.3232421875
1654011154.9281309,44699,-9422.5537109375
1654011155.3376257,44799,-8848.783203125
1654011155.7271588,44899,-9419.6708984375
1654011156.1634023,44999,-10107.0302734375
1654011156.6031148,45099,-9482.41015625
1654011157.047943,45199,-10302.7197265625
1654011157.469073,45299,-9236.58203125
1654011157.879058,45399,-9876.6259765625
1654011158.2950525,45499,-9100.8505859375
1654011158.6801507,45599,-9665.759765625
1654011159.0843801,45699,-9569.0224609375
1654011159.5014458,45799,-9635.865234375
1654011159.9584212,45899,-10038.91015625
1654011160.4123695,45999,-9812.1025390625
1654011160.8816338,46099,-9841.134765625
1654011161.3278055,46199,-9540.46484375
1654011161.788629,46299,-9708.4541015625
1654011162.241967,46399,-10094.8759765625
1654011162.6794555,46499,-10114.134765625
1654011163.1046402,46599,-9637.365234375
1654011163.5318754,46699,-9199.1669921875
1654011163.9434524,46799,-9159.591796875
1654011164.3592916,46899,-9924.5849609375
1654011164.7699885,46999,-10066.2392578125
1654011165.1726725,47099,-9241.1640625
1654011165.6047118,47199,-10382.4248046875
1654011166.0182087,47299,-9777.27734375
1654011166.4148514,47399,-9657.9267578125
1654011166.8338833,47499,-9377.8154296875
1654011167.253092,47599,-9256.919921875
1654011167.6581633,47699,-9461.8583984375
1654011168.0814412,47799,-9618.1875
1654011168.49401,47899,-9420.00390625
1654011168.9039867,47999,-10375.31640625
1654011169.319581,48099,-9982.21875
1654011169.720239,48199,-9828.8876953125
1654011170.1378803,48299,-9308.22265625
1654011170.54668,48399,-9953.291015625
1654011170.958785,48499,-9659.962890625
1654011171.390155,48599,-9709.5654296875
1654011171.811816,48699,-9448.12890625
1654011172.2163727,48799,-9622.259765625
1654011172.6193151,48899,-10261.3857421875
1654011173.0290215,48999,-9600.9638671875
1654011173.4804385,49099,-9443.861328125
1654011173.876899,49199,-9731.63671875
1654011174.3100016,49299,-9926.78125
1654011174.7733572,49399,-9793.4326171875
1654011175.2354434,49499,-9857.4912109375
1654011175.6633313,49599,-9434.4267578125
1654011176.1169405,49699,-10299.865234375
1654011176.5050197,49799,-9504.5908203125
1654011176.9089036,49899,-9661.9306640625
1654011177.3271716,49999,-9018.5732421875
1654011177.746483,50099,-9673.703125
1654011178.1632113,50199,-9560.2822265625
1654011178.5384789,50299,-9991.552734375
1654011178.9579175,50399,-9729.759765625
1654011179.3977802,50499,-9650.505859375
1654011179.798518,50599,-9539.17578125
1654011180.2508924,50699,-9643.2255859375
1654011180.648921,50799,-9628.8837890625
1654011181.0565581,50899,-9588.318359375
1654011181.4707098,50999,-10054.8095703125
1654011181.8867462,51099,-9210.6279296875
1654011182.2947896,51199,-9534.3369140625
1654011182.70957,51299,-9586.26953125
1654011183.167565,51399,-9733.9248046875
1654011183.6392496,51499,-9649.1337890625
1654011184.1130455,51599,-9180.1533203125
1654011184.5326426,51699,-10128.9443359375
1654011184.9632056,51799,-9494.216796875
1654011185.375809,51899,-9153.619140625
1654011185.779239,51999,-9354.3857421875
1654011186.180024,52099,-9166.3173828125
1654011186.5765653,52199,-9732.283203125
1654011186.9935212,52299,-9488.1806640625
1654011187.433626,52399,-9665.5634765625
1654011187.8787148,52499,-9900.7060546875
1654011188.3339944,52599,-9467.4716796875
1654011188.7712677,52699,-9848.494140625
1654011189.2073042,52799,-9917.8154296875
1654011189.631437,52899,-9867.2841796875
1654011190.0495944,52999,-10295.9599609375
1654011190.472284,53099,-9363.845703125
